,y2_hhid,sourceid,ag12a_0b,ag12a_01,ag12a_02_1,ag12a_02_2,ag12a_02_3,ag12a_02_4,ag12a_02_5,ag12a_02_6,ag12a_03,ag12a_04,ag12a_05,ag12a_06
2770,0606007003004801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2771,0606007003004801,NGO,NGO,NO,,,,,,,,,,
2772,0606007003004801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2773,0606007003004801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2774,0606007003004801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2775,0606007003007401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2776,0606007003007401,NGO,NGO,NO,,,,,,,,,,
2777,0606007003007401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2778,0606007003007401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2779,0606007003007401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2780,0606007003007701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2781,0606007003007701,NGO,NGO,NO,,,,,,,,,,
2782,0606007003007701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2783,0606007003007701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2784,0606007003007701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2785,0606007003010501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2786,0606007003010501,NGO,NGO,NO,,,,,,,,,,
2787,0606007003010501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2788,0606007003010501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2789,0606007003010501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2790,0606007003016701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2791,0606007003016701,NGO,NGO,NO,,,,,,,,,,
2792,0606007003016701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2793,0606007003016701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2794,0606007003016701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2795,0606007003026001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2796,0606007003026001,NGO,NGO,NO,,,,,,,,,,
2797,0606007003026001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2798,0606007003026001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2799,0606007003026001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2800,0606007003030601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2801,0606007003030601,NGO,NGO,NO,,,,,,,,,,
2802,0606007003030601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2803,0606007003030601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2804,0606007003030601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2805,0701001034004601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2806,0701001034004601,NGO,NGO,NO,,,,,,,,,,
2807,0701001034004601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2808,0701001034004601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2809,0701001034004601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2810,0701004024002204,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2811,0701004024002204,NGO,NGO,NO,,,,,,,,,,
2812,0701004024002204,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2813,0701004024002204,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2814,0701004024002204,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2815,0701004024004601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2816,0701004024004601,NGO,NGO,NO,,,,,,,,,,
2817,0701004024004601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2818,0701004024004601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2819,0701004024004601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2820,0701004136000901,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2821,0701004136000901,NGO,NGO,NO,,,,,,,,,,
2822,0701004136000901,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2823,0701004136000901,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2824,0701004136000901,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2825,0701004136002901,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2826,0701004136002901,NGO,NGO,NO,,,,,,,,,,
2827,0701004136002901,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2828,0701004136002901,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2829,0701004136002901,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2830,0701004145002904,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2831,0701004145002904,NGO,NGO,NO,,,,,,,,,,
2832,0701004145002904,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2833,0701004145002904,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2834,0701004145002904,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2835,0701005008003401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2836,0701005008003401,NGO,NGO,NO,,,,,,,,,,
2837,0701005008003401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2838,0701005008003401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2839,0701005008003401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2840,0701006104001301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2841,0701006104001301,NGO,NGO,NO,,,,,,,,,,
2842,0701006104001301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2843,0701006104001301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2844,0701006104001301,OTHER,"NYINGINE, TAJA",YES,NO,NO,NO,NO,YES,YES,GOOD,NO,,2.0
2845,0701006104005401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2846,0701006104005401,NGO,NGO,NO,,,,,,,,,,
2847,0701006104005401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2848,0701006104005401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2849,0701006104005401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2850,0701006104006701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2851,0701006104006701,NGO,NGO,NO,,,,,,,,,,
2852,0701006104006701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2853,0701006104006701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2854,0701006104006701,OTHER,"NYINGINE, TAJA",YES,NO,NO,NO,NO,NO,YES,GOOD,YES,200000.0,5.0
2855,0701006104006805,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2856,0701006104006805,NGO,NGO,NO,,,,,,,,,,
2857,0701006104006805,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2858,0701006104006805,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2859,0701006104006805,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2860,0701007028007201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2861,0701007028007201,NGO,NGO,NO,,,,,,,,,,
2862,0701007028007201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2863,0701007028007201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2864,0701007028007201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2865,0701007052009103,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2866,0701007052009103,NGO,NGO,NO,,,,,,,,,,
2867,0701007052009103,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2868,0701007052009103,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2869,0701007052009103,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2870,0701008043001401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2871,0701008043001401,NGO,NGO,NO,,,,,,,,,,
2872,0701008043001401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2873,0701008043001401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2874,0701008043001401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2875,0701009004005701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2876,0701009004005701,NGO,NGO,NO,,,,,,,,,,
2877,0701009004005701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2878,0701009004005701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2879,0701009004005701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2880,0701009004007901,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2881,0701009004007901,NGO,NGO,NO,,,,,,,,,,
2882,0701009004007901,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2883,0701009004007901,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2884,0701009004007901,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2885,0701009087001101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2886,0701009087001101,NGO,NGO,NO,,,,,,,,,,
2887,0701009087001101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2888,0701009087001101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2889,0701009087001101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2890,0701009087006101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2891,0701009087006101,NGO,NGO,NO,,,,,,,,,,
2892,0701009087006101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2893,0701009087006101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2894,0701009087006101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2895,0701009102000401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2896,0701009102000401,NGO,NGO,NO,,,,,,,,,,
2897,0701009102000401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2898,0701009102000401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2899,0701009102000401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2900,0701009102000403,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2901,0701009102000403,NGO,NGO,NO,,,,,,,,,,
2902,0701009102000403,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2903,0701009102000403,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2904,0701009102000403,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2905,0701009102002001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2906,0701009102002001,NGO,NGO,NO,,,,,,,,,,
2907,0701009102002001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2908,0701009102002001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2909,0701009102002001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2910,0701013002005501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2911,0701013002005501,NGO,NGO,NO,,,,,,,,,,
2912,0701013002005501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2913,0701013002005501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2914,0701013002005501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2915,0701013002011401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2916,0701013002011401,NGO,NGO,NO,,,,,,,,,,
2917,0701013002011401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2918,0701013002011401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2919,0701013002011401,OTHER,"NYINGINE, TAJA",YES,NO,NO,NO,NO,YES,YES,GOOD,NO,,1.0
2920,0701013002016801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2921,0701013002016801,NGO,NGO,NO,,,,,,,,,,
2922,0701013002016801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2923,0701013002016801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2924,0701013002016801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2925,0701013002028001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2926,0701013002028001,NGO,NGO,NO,,,,,,,,,,
2927,0701013002028001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2928,0701013002028001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2929,0701013002028001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2930,0701013002034701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2931,0701013002034701,NGO,NGO,NO,,,,,,,,,,
2932,0701013002034701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2933,0701013002034701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2934,0701013002034701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2935,0701015088000401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2936,0701015088000401,NGO,NGO,NO,,,,,,,,,,
2937,0701015088000401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2938,0701015088000401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2939,0701015088000401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2940,0701015088000404,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2941,0701015088000404,NGO,NGO,NO,,,,,,,,,,
2942,0701015088000404,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2943,0701015088000404,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2944,0701015088000404,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2945,0701016357000601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2946,0701016357000601,NGO,NGO,NO,,,,,,,,,,
2947,0701016357000601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2948,0701016357000601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2949,0701016357000601,OTHER,"NYINGINE, TAJA",YES,NO,NO,NO,NO,NO,YES,GOOD,NO,,2.0
2950,0701016357005401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2951,0701016357005401,NGO,NGO,NO,,,,,,,,,,
2952,0701016357005401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2953,0701016357005401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2954,0701016357005401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2955,0701016357006501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2956,0701016357006501,NGO,NGO,NO,,,,,,,,,,
2957,0701016357006501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2958,0701016357006501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2959,0701016357006501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2960,0701016357009001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2961,0701016357009001,NGO,NGO,NO,,,,,,,,,,
2962,0701016357009001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2963,0701016357009001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2964,0701016357009001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2965,0701018003003201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2966,0701018003003201,NGO,NGO,NO,,,,,,,,,,
2967,0701018003003201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2968,0701018003003201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2969,0701018003003201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2970,0701018003007601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2971,0701018003007601,NGO,NGO,NO,,,,,,,,,,
2972,0701018003007601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2973,0701018003007601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2974,0701018003007601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2975,0701018003030901,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2976,0701018003030901,NGO,NGO,NO,,,,,,,,,,
2977,0701018003030901,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2978,0701018003030901,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2979,0701018003030901,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2980,0701018003036601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2981,0701018003036601,NGO,NGO,NO,,,,,,,,,,
2982,0701018003036601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2983,0701018003036601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2984,0701018003036601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2985,0701018003038901,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2986,0701018003038901,NGO,NGO,NO,,,,,,,,,,
2987,0701018003038901,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2988,0701018003038901,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2989,0701018003038901,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2990,0701018004002801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2991,0701018004002801,NGO,NGO,NO,,,,,,,,,,
2992,0701018004002801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2993,0701018004002801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2994,0701018004002801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
2995,0701018004004201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
2996,0701018004004201,NGO,NGO,NO,,,,,,,,,,
2997,0701018004004201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
2998,0701018004004201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
2999,0701018004004201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
3000,0701018004010301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
3001,0701018004010301,NGO,NGO,NO,,,,,,,,,,
3002,0701018004010301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
3003,0701018004010301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
3004,0701018004010301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
3005,0701018004017501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
3006,0701018004017501,NGO,NGO,NO,,,,,,,,,,
3007,0701018004017501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
3008,0701018004017501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
3009,0701018004017501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
3010,0701019011005801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
3011,0701019011005801,NGO,NGO,NO,,,,,,,,,,
3012,0701019011005801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
3013,0701019011005801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
3014,0701019011005801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
3015,0701019011010301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
3016,0701019011010301,NGO,NGO,NO,,,,,,,,,,
3017,0701019011010301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
3018,0701019011010301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
3019,0701019011010301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
3020,0701019072003601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
3021,0701019072003601,NGO,NGO,NO,,,,,,,,,,
3022,0701019072003601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
3023,0701019072003601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
3024,0701019072003601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
3025,0701021174000201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
3026,0701021174000201,NGO,NGO,NO,,,,,,,,,,
3027,0701021174000201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
3028,0701021174000201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
3029,0701021174000201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
3030,0701022027000801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
3031,0701022027000801,NGO,NGO,NO,,,,,,,,,,
3032,0701022027000801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
3033,0701022027000801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
3034,0701022027000801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
3035,0701022027000805,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
3036,0701022027000805,NGO,NGO,NO,,,,,,,,,,
3037,0701022027000805,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
3038,0701022027000805,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
3039,0701022027000805,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
3040,0701022027001101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
3041,0701022027001101,NGO,NGO,NO,,,,,,,,,,
3042,0701022027001101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
3043,0701022027001101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
3044,0701022027001101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
3045,0701022027002401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
3046,0701022027002401,NGO,NGO,NO,,,,,,,,,,
3047,0701022027002401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
3048,0701022027002401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
3049,0701022027002401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
3050,0701022050001001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
3051,0701022050001001,NGO,NGO,NO,,,,,,,,,,
3052,0701022050001001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
3053,0701022050001001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
3054,0701022050001001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
